,EFA US Equity,SPY US Equity,EEM US Equity,DBC US Equity,IYR US Equity,LQD US Equity,SHY US Equity
11/24/2010,56.31,120.2,45.935,25.14,54.49,110.04,84.145
11/25/2010,56.31,120.2,45.935,25.14,54.49,110.04,84.145
11/26/2010,55.37,118.8,44.8,25.26,54.33,110.18,84.2
11/29/2010,54.88,119.162,45.15,25.31,54.3,110.29,84.19
11/30/2010,54.26,118.4925,44.78,25.07,54.0875,110.12,84.25
12/1/2010,55.8,121.01,46.065,25.81,54.5,109.45,84.06
12/2/2010,56.86,122.56,46.97,26.03,55.24,109.21,84.06
12/3/2010,57.41,122.89,47.14,26.36,55.32,108.9,84.17
12/6/2010,57.15,122.76,47.06,26.33,55.35,109.66,84.22
12/7/2010,57.18,122.83,46.84,26.15,55.53,108.64,84.07
12/8/2010,57.35,123.28,46.54,26.35,54.7,107.94,83.94
12/9/2010,57.5,123.76,46.385,26.28,54.11,108.2,83.93
12/10/2010,57.63,124.48,46.59,26.24,54.67,107.7,83.9
12/13/2010,58.25,124.56,46.89,26.5,54.81,108.1,83.95
12/14/2010,58.34,124.67,46.96,26.43,54.25,107.44,83.91
12/15/2010,57.57,124.098,46.2,26.36,53.65,106.77,83.88
12/16/2010,57.89,124.82,46.33,26.27,53.79,107.29,83.9
12/17/2010,57.57,124.3,46.405,26.47,54.21,108.27,83.97
12/20/2010,57.7,124.6,46.185,26.71,54.83,108.2,83.99
12/21/2010,57.64,125.39,46.5,26.88,55.43,108.43,83.97
12/22/2010,57.75,125.78,46.6625,27.0175,55.22,108.34,83.95
12/23/2010,57.72,125.6,46.61,27.12,55.05,108.39,83.84
12/24/2010,57.72,125.6,46.61,27.12,55.05,108.39,83.84
12/27/2010,57.6,125.65,46.46,27.07,55.49,108.6,83.89
12/28/2010,57.65,125.83,46.5,27.36,55.71,107.31,83.71
12/29/2010,58.15,125.92,47.07,27.37,55.96,108.12,83.91
12/30/2010,57.87,125.72,47.31,27.04,56.03,108.17,83.88
12/31/2010,58.22,125.75,47.642,27.55,55.96,108.44,83.98
1/3/2011,58.7,127.05,48.1,27.67,56.83,108.86,83.96
1/4/2011,58.52,126.98,48.32,27.3,55.82,109,83.94
1/5/2011,58.27,127.64,48.2,27.59,56.05,108.2,83.79
1/6/2011,57.6,127.39,47.685,27.22,55.75,108.365,83.88
1/7/2011,57.37,127.14,47.25,27.12,55.73,108.91,83.9975
1/10/2011,57.27,126.98,46.76,27.44,55.71,109.1,84.04
1/11/2011,57.66,127.43,47.255,27.745,55.61,109.05,83.99
1/12/2011,58.93,128.58,48.21,27.9275,55.86,108.98,83.99
1/13/2011,59.09,128.3675,47.79,27.89,56.02,109.45,84.02
1/14/2011,59.45,129.3,47.93,28.0225,56.4,108.93,84.02
1/17/2011,59.45,129.3,47.93,28.0225,56.4,108.93,84.02
1/18/2011,59.84,129.52,47.86,27.99,56.93,108.87,84
1/19/2011,59.43,128.25,47.49,27.96,56.25,108.79,84.04
1/20/2011,58.92,128.08,46.97,27.68,56.13,108.32,83.95
1/21/2011,59.24,128.37,46.48,27.96,56.35,108.48,83.97
1/24/2011,59.87,129.1,46.8425,27.72,56.63,108.53,83.96
1/25/2011,59.75,129.17,46.555,27.3675,57.23,109.07,84.02
1/26/2011,60.13,129.67,46.97,27.98,57.39,108.46,84
1/27/2011,60.27,129.99,46.81,27.74,58.19,108.64,84.06
1/28/2011,58.93,127.72,45.33,28.09,57.28,108.78,84.1
1/31/2011,59.44,128.68,45.81,28.53,57.96,108.48,84.09
2/1/2011,60.85,130.74,46.92,28.74,58.23,107.91,83.93
2/2/2011,60.8,130.485,46.57,29.02,58.24,107.7,83.88
2/3/2011,60.81,130.78,46.51,28.83,58.39,107.4375,83.8
2/4/2011,60.79,131.15,46.4975,28.67,57.86,107.11,83.73
2/7/2011,60.98,131.97,46.56,28.59,58.51,107.23,83.69
2/8/2011,61.38,132.57,46.58,28.78,58.66,106.84,83.58
2/9/2011,61.2,132.269,45.51,28.92,58.8,107.53,83.64
2/10/2011,60.8,132.321,45.08,28.75,58.99,107,83.6
2/11/2011,60.83,133.11,45.625,28.65,59.36,107.59,83.6
2/14/2011,60.95,133.43,45.4,28.79,59.35,107.66,83.6
2/15/2011,60.77,133.01,45.49,28.42,59.15,107.9,83.64
2/16/2011,61.5,133.85,45.87,28.63,59.32,107.77,83.63
2/17/2011,61.71,134.25,46.03,28.72,59.4,107.97,83.73
2/18/2011,61.9225,134.53,46.31,28.69,59.63,108.13,83.76
2/21/2011,61.9225,134.53,46.31,28.69,59.63,108.13,83.76
2/22/2011,60.15,131.83,44.83,28.65,59.09,108.43,83.85
2/23/2011,60.23,131.02,44.871,29.29,58.62,108.3,83.83
2/24/2011,60.28,130.93,44.98,29.03,58.3,108.42,83.87
2/25/2011,61,132.33,45.52,29.67,59.34,108.93,83.89
2/28/2011,61.55,133.15,45.79,29.72,60.58,109.22,83.92
3/1/2011,60.69,130.93,45.32,30.1675,58.95,108.79,83.91
3/2/2011,61.01,131.21,45.94,30.29,58.48,108.21,83.87
3/3/2011,61.79,133.47,46.8525,30.28,59.32,107.75,83.7
3/4/2011,61.23,132.47,46.895,30.43,58.81,108.16,83.89
3/7/2011,60.64,131.43,46.24,30.29,58.43,107.89,83.83
3/8/2011,60.83,132.58,46.86,30.03,59.16,107.75,83.8
3/9/2011,60.85,132.39,46.95,30.15,59.19,108.31,83.86
3/10/2011,59.34,129.9375,45.56,29.66,58.2725,108.75,83.95
3/11/2011,59.34,130.84,46.03,29.49,58.93,108.65,83.965
3/14/2011,58.28,130.05,46.3,29.57,58.53,108.77,84.01
3/15/2011,57.06,128.56,45.53,28.49,58.06,108.76,83.97
3/16/2011,55.29,126.175,44.6,28.66,57.3,109.41,84.12
3/17/2011,57.13,127.85,45.15,29.55,57.78,109.34,84.08
3/18/2011,57.919,127.76,45.23,29.72,58.29,109.41,84.04
3/21/2011,59.345,129.74,46.0975,29.86,58.93,109.06,83.95
3/22/2011,59.18,129.29,46.24,30.08,58.4,109.26,83.93
3/23/2011,59.25,129.66,46.85,30.14,57.96,109.19,83.94
3/24/2011,60.04,130.9,47.39,30.24,58.23,108.83,83.88
3/25/2011,59.38,131.3,47.34,30.32,58.02,108.67,83.82
3/28/2011,59.35,130.98,47.095,29.91,58.02,108.71,83.78
3/29/2011,59.66,131.86,47.64,30.08,58.28,108.18,83.75
3/30/2011,60.37,132.77,48.25,30.04,58.96,108.55,83.8
3/31/2011,60.08,132.59,48.67,30.51,59.4,108.2,83.75
4/1/2011,60.65,133.15,49.45,30.72,59.54,108.28,83.75
4/4/2011,60.73,133.26,49.87,31,59.49,108.53,83.77
4/5/2011,60.58,133.24,49.77,31.03,59.59,108.59,83.68
4/6/2011,61.08,133.66,50.04,31.12,59.51,108.24,83.68
4/7/2011,60.78,133.32,49.99,31.18,58.89,108.08,83.74
4/8/2011,61.28,132.86,50.04,31.92,58.45,108.02,83.71
4/11/2011,61.16,132.46,49.45,31.33,58.39,108.03,83.7
4/12/2011,60.59,131.47,48.52,30.69,58.27,108.41,83.84
4/13/2011,60.77,131.46,48.92,30.93,58.2,108.6,83.88
4/14/2011,61.04,131.56,49.07,31.01,58.99,108.33,83.8
4/15/2011,60.95,132.04,49.135,31.17,59.64,108.9,83.96
4/18/2011,59.7,130.56,47.9,30.979,59.05,109.05,83.98
4/19/2011,60.14,131.31,48.5899,30.99,59.51,109.28,84
4/20/2011,61.67,133.1,49.74,31.48,60.2,109.33,83.99
4/21/2011,62.07,133.78,50.175,31.71,60.63,109.43,83.97
4/22/2011,62.07,133.78,50.175,31.71,60.63,109.43,83.97
4/25/2011,62.07,133.64,49.77,31.62,60.93,109.54,83.98
4/26/2011,62.55,134.791,50.2,31.61,61.5,110.05,84.06
4/27/2011,63.33,135.67,50.11,31.8,61.78,109.91,84.09
4/28/2011,63.76,136.11,49.7,31.57,62.47,110.26,84.09
4/29/2011,63.46,136.43,50,31.9,62.17,110.47,84.13
5/2/2011,63.87,136.22,50.01,31.58,62.16,110.3,84.05
5/3/2011,63.35,135.73,48.895,31.25,61.74,110.25,84.08
5/4/2011,62.81,134.83,48.09,30.75,61.4,110.41,84.12
5/5/2011,61.57,133.61,47.63,28.69,61.31,110.79,84.14
5/6/2011,61.6,134.2,48.25,28.6,60.98,110.79,84.15
5/9/2011,62.04,134.72,48.34,29.65,61.22,110.9,84.19
5/10/2011,62.63,135.87,48.91,29.92,62.07,110.45,84.11
5/11/2011,61.37,134.44,47.83,28.96,61.38,110.63,84.19
5/12/2011,61.57,135.08,47.97,28.99,61.37,110.37,84.15
5/13/2011,60.61,134.04,46.92,29.04,60.81,110.7,84.19
5/16/2011,60.5,133.19,46.85,28.66,60.95,111.02,84.23
5/17/2011,60.63,133.17,47,28.73,60.86,111.17,84.24
5/18/2011,61,134.36,47.76,29.31,61.54,110.89,84.2
5/19/2011,61.35,134.68,47.45,29.08,61.66,111.08,84.21
5/20/2011,60.48,133.61,47.07,29.35,61.03,111,84.24
5/23/2011,59.08,132.06,46.09,28.88,60.39,110.93,84.25
5/24/2011,59.42,131.95,46.55,29.27,60.57,111.07,84.25
5/25/2011,59.8,132.39,46.65,29.8,60.82,110.85,84.288
5/26/2011,60.36,133,47.25,29.91,61.61,111.33,84.34
5/27/2011,60.8,133.51,47.75,30.08,61.72,111.45,84.37
5/30/2011,60.8,133.51,47.75,30.08,61.72,111.45,84.37
5/31/2011,62.06,134.9,48.53,30.25,62.8,111.44,84.37
6/1/2011,60.59,131.87,47.66,29.87,61.03,111.57,84.36
6/2/2011,60.9,131.73,48.11,30.13,60.68,110.56,84.31
6/3/2011,60.93,130.42,47.87,30.245,60.9,110.8,84.34
6/6/2011,60.14,129.045,47.1,29.9,60.03,110.61,84.35
6/7/2011,60.69,128.96,47.47,30.18,60.75,110.99,84.41
6/8/2011,59.91,128.42,47.13,30.43,60.46,111.06,84.42
6/9/2011,60.53,129.4,47.5,30.6,59.9,110.76,84.33
6/10/2011,59.13,127.6,46.47,30.28,58.48,110.63,84.4
6/13/2011,59.22,127.7,46.39,30.08,58.59,110.75,84.37
6/14/2011,60.27,129.32,47.09,30.29,59.51,110.42,84.3
6/15/2011,58.29,127.02,46.08,29.48,58.53,111.03,84.42
6/16/2011,58.09,127.3,45.73,29.36,58.94,110.82,84.43
6/17/2011,58.66,127.05,45.79,29.23,59.44,110.86,84.45
6/20/2011,58.59,127.7,45.72,29.07,60.07,110.88,84.45
6/21/2011,59.86,129.45,46.56,29.09,60.6,110.85,84.46
6/22/2011,58.15,128.67,45.64,29.22,60.47,111,84.44
6/23/2011,57.65,128.301,45.58,28.6,59.36,111.29,84.49
6/24/2011,57.1,126.81,45.5,28.26,58.76,111.35,84.54
6/27/2011,57.57,127.94,46.03,28.25,59.07,110.99,84.46
6/28/2011,58.26,129.61,46.66,28.75,59.56,110.22,84.31
6/29/2011,59.28,130.72,47.09,29.27,60.22,109.97,84.31
6/30/2011,60.14,131.97,47.6,28.96,60.3,110.13,84.3
7/1/2011,60.8,133.92,48.16,29,61.38,109.71,84.21
7/4/2011,60.8,133.92,48.16,29,61.38,109.71,84.21
7/5/2011,60.44,133.81,48.14,29.39,61.76,110.1,84.31
7/6/2011,60.06,133.97,47.82,29.38,62.14,110.33,84.34
7/7/2011,60.58,135.36,48.48,30,62.92,110.36,84.26
7/8/2011,59.83,134.4,47.93,29.97,62.7,111.07,84.38
7/11/2011,58.02,131.97,46.59,29.74,61.52,111.44,84.44
7/12/2011,57.63,131.4,46.12,30,61.73,111.53,84.43
7/13/2011,58.49,131.84,46.87,30.41,61.21,111.81,84.45
7/14/2011,57.98,130.93,46.368,30.24,60.53,111.12,84.42
7/15/2011,58.18,131.69,46.66,30.51,61.19,111.37,84.44
7/18/2011,57.32,130.61,46.12,30.34,60.64,110.94,84.44
7/19/2011,58.18,132.73,46.79,30.55,61.69,111.48,84.44
7/20/2011,58.87,132.65,46.93,30.65,62.15,111.22,84.41
7/21/2011,60.12,134.49,47.68,30.5,62.55,111.05,84.37
7/22/2011,60.18,134.58,47.65,30.75,62.87,111.5,84.38
7/25/2011,59.8,133.83,47.55,30.6,62.16,110.97,84.34
7/26/2011,60.16,133.33,47.71,30.84,62.16,111.46,84.39
7/27/2011,58.7,130.6,46.87,30.63,60.49,111.13,84.34
7/28/2011,58.56,130.22,46.91,30.53,60.4,111.37,84.39
7/29/2011,58.71,129.33,47.11,30.28,60.43,112.37,84.48
8/1/2011,57.97,128.78,47.07,30.28,59.63,112.28,84.39
8/2/2011,56.44,125.49,45.62,30.28,57.88,113.22,84.5
8/3/2011,56.77,126.17,45.461,29.83,57.52,113.18,84.49
8/4/2011,52.81,120.26,42.86,28.7,54.74,114,84.57
8/5/2011,53.745,120.08,42.58,28.82,53.61,112.59,84.55
8/8/2011,49.73,112.26,39.03,27.75,49.05,111.52,84.58
8/9/2011,53.08,117.48,41.32,28.02,53.59,112.516,84.67
8/10/2011,49.91,112.29,39.13,28.14,52.33,113.53,84.73
8/11/2011,52.3,117.33,41.292,28.75,54.77,111.2,84.71
8/12/2011,52.9,118.12,41.27,28.71,54.69,112.47,84.72
8/15/2011,54.13,120.62,42.23,29.06,56.641,112.68,84.69
8/16/2011,53.34,119.59,41.87,29.06,56.43,113.09,84.69
8/17/2011,53.65,119.67,42.17,29.31,56.5,113.4,84.71
8/18/2011,51.04,114.51,40.18,28.59,54.07,113.55,84.7
8/19/2011,50.17,112.64,39.68,29.1,52.99,113.41,84.7
8/22/2011,50.49,112.73,39.64,29.15,53.09,112.99,84.69
8/23/2011,52.13,116.44,41.03,29.45,54.4,111.7,84.65
8/24/2011,52.15,118.08,40.63,29.15,55.01,110.38,84.65
8/25/2011,50.89,116.28,39.84,29.28,53.85,110.99,84.7
8/26/2011,51.69,117.97,40.52,29.605,54.65,111.04,84.71
8/29/2011,52.92,121.36,41.83,29.705,56.39,111.4,84.69
8/30/2011,52.61,121.68,41.89,30.11,56.61,111.99,84.71
8/31/2011,53.57,122.22,42.75,30.16,57.22,112.33,84.71
9/1/2011,52.91,120.94,42.52,29.95,56.26,112,84.68
9/2/2011,51.73,117.85,41.56,29.79,54.9,112.69,84.64
9/5/2011,51.73,117.85,41.56,29.79,54.9,112.69,84.64
9/6/2011,50.029,116.99,41.13,29.69,54.78,113.35,84.65
9/7/2011,51.52,120.29,42.35,29.96,56.62,113.57,84.63
9/8/2011,50.5,119.04,41.41,29.76,56.21,113.47,84.66
9/9/2011,48.75,115.92,40.01,29.29,54.63,113.59,84.69
9/12/2011,48.54,116.67,39.93,29.22,54.8,112.9,84.63
9/13/2011,49.06,117.74,39.99,29.13,54.85,112.88,84.64
9/14/2011,49.8,119.37,39.88,28.99,55.16,112.83,84.64
9/15/2011,50.88,121.43,40.46,29.11,56.23,112.44,84.65
9/16/2011,50.9,121.521,40.53,28.98,56.69,112.44,84.67
9/19/2011,49.5,120.31,39.33,28.49,55.57,113.06,84.71
9/20/2011,49.7,120.17,39.04,28.44,55.41,113.11,84.67
9/21/2011,48.22,116.63,37.59,28.02,52.76,113.37,84.58
9/22/2011,46.66,112.86,34.95,27.03,51.43,113.59,84.59
9/23/2011,47.19,113.54,35.88,26.55,51.29,112.89,84.6
9/26/2011,48.16,116.24,36.42,26.64,51.94,112.68,84.57
9/27/2011,49.35,117.54,37.58,27.09,52.49,112.32,84.54
9/28/2011,48.51,115.145,36.45,26.36,51.18,111.87,84.51
9/29/2011,49.46,116.05,36.95,26.67,51.94,111.75,84.53
9/30/2011,47.78,113.15,35.095,25.75,50.57,112.31,84.57
10/3/2011,46.52,109.93,34.36,25.62,48.19,112.1,84.54
10/4/2011,47.3,112.34,34.89,25.57,50.01,111.12,84.49
10/5/2011,48.03,114.42,35.7,25.93,49.63,111.58,84.49
10/6/2011,49.32,116.49,36.88,26.47,51,111.13,84.47
10/7/2011,48.98,115.71,36.44,26.35,49.56,111.03,84.44
10/10/2011,50.85,119.58,38.07,26.94,51.95,111.24,84.37
10/11/2011,50.76,119.7,38.09,27.14,50.99,111.54,84.41
10/12/2011,51.5,120.75,39.16,27.19,51.82,111.71,84.41
10/13/2011,51.52,120.51,38.81,27.25,51.46,111.81,84.43
10/14/2011,52.12,122.57,39.59,27.87,52.65,111.74,84.47
10/17/2011,50.92,120.23,38.25,27.47,51.44,111.66,84.48
10/18/2011,51.65,122.58,39.27,27.62,53.14,112.05,84.48
10/19/2011,50.72,121.13,38.52,27.08,52.48,112.34,84.51
10/20/2011,50.85,121.66,37.78,27.04,52.8,112.59,84.52
10/21/2011,52.08,123.97,38.855,27.18,54.36,112.96,84.49
10/24/2011,52.86,125.49,40.38,27.61,55.8,113.54,84.49
10/25/2011,51.95,123.049,39.58,27.7,54.94,114.1,84.54
10/26/2011,52.66,124.3,40.31,27.54,55.45,114.02,84.49
10/27/2011,55.57,128.63,42.76,28.27,57.82,114,84.43
10/28/2011,55.25,128.6,42.4,28.15,58,114.44,84.47
10/31/2011,52.38,125.5,40.815,27.72,57.24,114.7,84.55
11/1/2011,50.74,122.002,39.82,27.39,55.31,114.87,84.51
11/2/2011,51.17,123.99,41.04,27.56,56.43,115.29,84.53
11/3/2011,52.46,126.25,41.46,27.897,57.07,115.35,84.54
11/4/2011,51.8,125.481,41.19,27.99,56.64,115.58,84.54
11/7/2011,52.02,126.26,41.54,28.4,56.78,115.12,84.52
11/8/2011,52.65,127.88,42.03,28.54,57.46,114.41,84.51
11/9/2011,49.95,123.161,39.57,27.91,54.88,114.11,84.53
11/10/2011,50.54,124.32,39.83,27.88,54.93,113.54,84.54
11/11/2011,51.8,126.66,40.785,28.15,56.35,113.34,84.5
11/14/2011,50.88,125.46,40.23,27.85,55.22,113.33,84.54
11/15/2011,50.739,126.083,40.48,28.05,55.7,113.22,84.53
11/16/2011,49.77,124.08,39.39,27.98,55.17,112.86,84.51
11/17/2011,49.23,122.105,38.388,27.33,54.18,111.97,84.52
11/18/2011,49.4,121.979,38.54,27.29,54.57,112.15,84.49
11/21/2011,48.15,119.661,37.3,27.09,53.13,111.69,84.5
11/22/2011,48.01,119.19,37.43,27.27,52.98,111.4,84.51
11/23/2011,46.69,116.56,36.22,26.86,51.42,110.83,84.52
11/24/2011,46.69,116.56,36.22,26.86,51.42,110.83,84.52
11/25/2011,46.45,116.34,36.1,26.64,51.6,110.39,84.52
11/28/2011,48.43,119.71,37.83,26.97,52.86,110.44,84.53
11/29/2011,48.75,120.05,37.659,27.32,52.71,110.19,84.54
11/30/2011,51.24,124.99,40.01,27.64,55.14,110.69,84.54
12/1/2011,50.8,124.97,39.8875,27.535,54.58,110.56,84.5
12/2/2011,50.79,124.86,39.77,27.78,54.67,111.5,84.48
12/5/2011,51.37,126.22,40.42,27.63,55.18,112.33,84.49
12/6/2011,51.13,126.26,39.87,27.78,55.14,111.73,84.49
12/7/2011,51.49,126.73,40.03,27.54,55.66,112.43,84.52
12/8/2011,49.8,123.95,38.59,27.19,54.33,112.05,84.53
12/9/2011,51.04,126.05,39.37,27.29,55.41,111.62,84.53
12/12/2011,49.55,124.21,37.89,26.94,54.42,111.63,84.53
12/13/2011,48.88,123.05,37.54,27.05,53.94,112.01,84.53
12/14/2011,48.3,121.74,37,26.09,54.25,112.2,84.51
12/15/2011,48.54,122.185,37.245,25.96,54.99,112.38,84.5
12/16/2011,48.335,121.59,37.52,26.17,55.45,113.01,84.54
12/19/2011,47.89,120.29,36.55,26.05,54.91,113.41,84.53
12/20/2011,48.985,123.93,37.725,26.65,56.57,113.33,84.51
12/21/2011,48.73,124.17,37.84,26.84,56.65,112.85,84.48
12/22/2011,49.17,125.27,38.335,26.87,56.83,113.44,84.47
12/23/2011,49.51,126.39,38.485,27,57.11,113.09,84.49
12/26/2011,49.51,126.39,38.485,27,57.11,113.09,84.49
12/27/2011,49.285,126.49,38.12,27.12,57.24,113.13,84.42
12/28/2011,48.405,124.83,37.48,26.8,56.62,113.336,84.44
12/29/2011,49.29,126.12,37.91,26.88,57.09,113.28,84.45
12/30/2011,49.53,125.5,37.94,26.84,56.81,113.76,84.5
1/2/2012,49.53,125.5,37.94,26.84,56.81,113.76,84.5
1/3/2012,50.885,127.495,39.1,27.64,57.16,113.67,84.45
1/4/2012,50.58,127.7,38.882,27.85,56.52,113.76,84.46
1/5/2012,49.83,128.04,38.71,27.47,56.93,113.27,84.47
1/6/2012,49.15,127.71,38.225,27.59,56.83,113.71,84.46
1/9/2012,49.34,128.02,38.615,27.62,56.67,113.54,84.48
1/10/2012,50.09,129.13,39.458,27.82,57.3,113.86,84.49
1/11/2012,49.93,129.2,39.49,27.74,57.81,113.84,84.52
1/12/2012,50.14,129.51,39.65,27.35,57.43,114.1,84.51
1/13/2012,49.6,128.84,39.29,27.29,57.69,114.51,84.53
1/16/2012,49.6,128.84,39.29,27.29,57.69,114.51,84.53
1/17/2012,50.185,129.34,40.04,27.48,57.985,114.86,84.54
1/18/2012,51.03,130.77,41.05,27.49,58.36,114.63,84.53
1/19/2012,51.66,131.46,41.41,27.61,58.73,114.6,84.53
1/20/2012,51.93,131.54,41.38,27.41,59.01,114.31,84.51
1/23/2012,52.13,131.61,41.78,27.73,59.19,114.14,84.52
1/24/2012,51.84,131.46,41.835,27.78,59.52,114.55,84.52
1/25/2012,52.38,132.56,42.31,28.01,60.28,114.94,84.57
1/26/2012,52.4,131.88,42.14,28.09,60.63,115.84,84.58
1/27/2012,52.49,131.82,42.36,28.19,60.78,116.01,84.6
1/30/2012,51.87,131.37,41.75,27.9,60.25,115.86,84.57
1/31/2012,52.14,131.32,42.11,27.83,60.56,116.2,84.57
2/1/2012,52.96,132.47,43.045,27.92,61.01,116.27,84.51
2/2/2012,53.07,132.68,43.16,27.99,61.14,116.51,84.52
2/3/2012,53.905,134.54,43.88,28.32,62.02,116.34,84.52
2/6/2012,53.64,134.45,43.505,28.46,61.72,116.64,84.5
2/7/2012,53.97,134.79,43.6,28.44,61.67,116.42,84.48
2/8/2012,54.16,135.19,43.91,28.57,61.71,116.54,84.48
2/9/2012,54.3,135.36,43.89,28.72,61.26,116.17,84.44
2/10/2012,53.27,134.361,42.915,28.45,60.75,116.06,84.46
2/13/2012,53.88,135.36,43.615,28.52,61.44,116.46,84.41
2/14/2012,53.48,135.19,43.26,28.51,60.83,116.55,84.43
2/15/2012,53.54,134.56,43.38,28.61,60.53,116.39,84.44
2/16/2012,54.275,136.049,43.845,28.74,61.03,116.19,84.41
2/17/2012,54.52,136.41,43.93,28.69,61.13,116.01,84.39
2/20/2012,54.52,136.41,43.93,28.69,61.13,116.01,84.39
2/21/2012,54.53,136.47,43.75,29.14,60.37,115.82,84.37
2/22/2012,54.365,136.032,43.825,29.41,59.88,116.54,84.41
2/23/2012,54.82,136.631,43.75,29.5,60.58,116.7,84.4
2/24/2012,55.15,136.93,44.19,29.68,60.75,116.79,84.38
2/27/2012,54.865,137.16,43.75,29.44,60.68,117.22,84.4
2/28/2012,55.38,137.559,44.36,29.43,60.22,117.59,84.42
2/29/2012,54.66,137.02,44.33,29.32,60.14,117.7,84.42
3/1/2012,55.28,137.73,44.75,29.78,60.46,117.02,84.37
3/2/2012,54.77,137.312,44.64,29.48,60.44,117.06,84.39
3/5/2012,54.48,136.75,43.87,29.34,60.93,116.85,84.39
3/6/2012,52.74,134.75,42.405,28.86,60.11,116.67,84.39
3/7/2012,53.39,135.69,42.91,28.99,60.37,116.62,84.37
3/8/2012,54.54,137.04,43.81,29.23,60.23,116.64,84.34
3/9/2012,54.36,137.57,43.79,29.31,60.51,116.58,84.34
3/12/2012,54.22,137.58,43.31,29.27,60.93,116.35,84.35
3/13/2012,55.0971,140.062,44.49,29.4,62.02,116.03,84.3
3/14/2012,54.61,139.91,43.79,29.2,61.87,114.65,84.18
3/15/2012,55.13,140.72,44.14,29.22,61.83,114.4,84.23
3/16/2012,55.51,140.3,44.09,29.58,62.2,114.57,84.28
3/19/2012,55.8,140.85,43.92,29.53,62.57,114.41,84.22
3/20/2012,55.14,140.44,43.16,29.17,62.42,114.34,84.2
3/21/2012,54.775,140.21,43.235,29.1,62.28,114.86,84.25
3/22/2012,54.4,139.2,42.58,28.87,61.54,114.67,84.26
3/23/2012,54.78,139.65,42.9,29.15,61.79,114.76,84.27
3/26/2012,55.48,141.61,43.655,29.28,61.89,115.01,84.29
3/27/2012,55.13,141.17,43.42,29.16,61.86,115.9,84.32
3/28/2012,54.75,140.47,42.69,28.88,61.72,115.68,84.3
3/29/2012,54.4,140.23,42.64,28.48,61.78,115.91,84.33
3/30/2012,54.89,140.81,42.945,28.8,62.3,115.63,84.32
4/2/2012,55.53,141.84,43.545,29.17,62.7,115.53,84.31
4/3/2012,54.56,141.26,43.29,29.04,62.41,114.43,84.25
4/4/2012,53.34,139.86,42.51,28.59,61.78,114.65,84.27
4/5/2012,53.02,139.79,42.74,28.7,61.51,114.84,84.3
4/6/2012,53.02,139.79,42.74,28.7,61.51,114.84,84.3
4/9/2012,52.79,138.22,42.11,28.57,60.92,115.59,84.36
4/10/2012,51.66,135.9,41.295,28.19,59.74,115.52,84.4
4/11/2012,52.38,137,41.735,28.26,60.45,115.4,84.39
4/12/2012,53.335,138.79,42.81,28.63,61.31,115.45,84.4
4/13/2012,52.32,137.14,42.16,28.34,60.99,116,84.41
4/16/2012,52.7,137.05,41.945,28.06,61.7,116,84.41
4/17/2012,53.54,139.082,42.43,28.19,62.23,116.15,84.41
4/18/2012,53.26,138.61,42.23,27.92,61.9,116.13,84.43
4/19/2012,52.94,137.72,42.045,27.93,61.87,116.21,84.44
4/20/2012,53.45,137.95,42.325,28.04,62.52,116.18,84.44
4/23/2012,52.38,136.79,41.52,27.99,61.94,116.2,84.46
4/24/2012,52.8,137.31,41.61,27.99,62.73,115.99,84.43
4/25/2012,53.52,139.19,41.985,28.15,63.42,116.19,84.45
4/26/2012,53.84,140.16,42.25,28.21,63.69,116.38,84.46
4/27/2012,54.06,140.39,42.31,28.3,64,116.55,84.44
4/30/2012,53.75,139.87,42.215,28.41,63.91,116.48,84.46
5/1/2012,53.97,140.74,42.5,28.41,64.47,115.87,84.43
5/2/2012,53.55,140.325,42.415,28.04,64.37,116.25,84.44
5/3/2012,53.08,139.25,42.1,27.73,64.15,116.32,84.43
5/4/2012,52.27,137,41.36,27.24,63.66,116.45,84.46
5/7/2012,52.65,137.1,41.51,27.18,64.02,116.65,84.46
5/8/2012,51.84,136.55,40.85,27.077,63.96,116.94,84.47
5/9/2012,51.24,135.74,40.32,26.87,63.81,116.74,84.46
5/10/2012,51.48,136.02,40.49,26.88,63.75,116.5,84.45
5/11/2012,51.16,135.61,39.965,26.68,64.02,116.85,84.46
5/14/2012,50.18,134.11,39.06,26.33,63.24,116.88,84.45
5/15/2012,49.55,133.34,38.72,26.38,62.93,116.73,84.44
5/16/2012,49.06,132.829,38.17,26.35,62.16,116.79,84.43
5/17/2012,48.46,130.86,37.65,26.29,60.44,115.92,84.39
5/18/2012,48.11,129.74,37.29,26.27,59.82,115.47,84.3985
5/21/2012,49.17,131.97,38.18,26.62,61.05,115.6,84.41
5/22/2012,48.99,132.2,37.78,26.24,61.18,115.29,84.38
5/23/2012,48.59,132.27,37.52,25.95,61.44,115.57,84.42
5/24/2012,48.27,132.53,37.33,25.96,61.63,115.59,84.39
5/25/2012,48.1,132.1,37.15,26.05,61.45,115.88,84.43
5/28/2012,48.1,132.1,37.15,26.05,61.45,115.88,84.43
5/29/2012,48.71,133.7,38.2,25.94,62.29,116.05,84.41
5/30/2012,47.56,131.76,37.54,25.46,60.84,116.15,84.45
5/31/2012,47.76,131.47,37.7,25.24,61.22,116.97,84.48
6/1/2012,46.55,128.16,36.69,24.72,59.67,117.29,84.46
6/4/2012,46.94,128.1,36.85,24.86,59.25,116.4,84.45
