,EFA US Equity,SPY US Equity,EEM US Equity,DBC US Equity,IYR US Equity,LQD US Equity,SHY US Equity
11/8/2007,83.35,147.16,52.4333,31.12,70.53,105.4,81.71
11/9/2007,81.73,145.14,51.2,31.11,70.29,105.87,81.74
11/12/2007,80.39,143.7,48.3667,30.43,70.3,105.83,81.93
11/13/2007,82.55,148.08,51.7833,29.85,72.82,105.3,81.68
11/14/2007,82.42,147.67,51.8333,30.52,71.75,104.85,81.72
11/15/2007,81.06,145.54,50.64,30.22,71.35,105.25,81.99
11/16/2007,81.32,145.79,51.2667,30.32,69.99,105.26,81.99
11/19/2007,79.17,143.76,48.9033,30.55,68.65,106.07,82.26
11/20/2007,80.94,144.64,50.2467,31.31,67.05,105.4,82.23
11/21/2007,79.11,141.68,47.7167,31.35,66.55,106.14,82.49
11/22/2007,79.11,141.68,47.7167,31.35,66.55,106.14,82.49
11/23/2007,81.1,144.13,49.1267,31.64,67.82,105.61,82.4
11/26/2007,79.83,140.95,47.1767,31.25,65.27,107.36,82.63
11/27/2007,80.91,142.57,48.9833,31,65.75,106.44,82.38
11/28/2007,83.21,147.13,51.6667,30.62,68.83,105.7,82.31
11/29/2007,82.53,147.18,51.0333,30.69,69.38,106.1,82.46
11/30/2007,82.98,148.66,51.4667,30.31,70.02,106.62,82.5
12/3/2007,82.67,147.68,51.02,30.53,69.51,106.2,82.4099
12/4/2007,82.15,146.36,50.8867,30.67,67.69,106.25,82.4
12/5/2007,83.1,148.81,53.1467,30.44,69.62,105.85,82.43
12/6/2007,83.89,150.94,53.9833,30.99,72.12,105.07,82.26
12/7/2007,83.56,150.91,53.3433,30.89,71.77,104.17,82.17
12/10/2007,84.42,152.08,53.36,30.87,73.57,104.24,82.11
12/11/2007,82.22,147.91,51.1,31.14,69.36,105.25,82.41
12/12/2007,83.87,149.37,52.6333,31.99,69.58,104.92,82.2
12/13/2007,82.16,149.06,51.1867,31.65,68.38,104.32,82.08
12/14/2007,79.94,147.17,49.9667,31.43,66.31,103.14,81.88
12/17/2007,78.24,145.07,47.8367,30.52,65.11,104.1452,82.12
12/18/2007,79.22,145.88,49.15,30.39,65.95,104.46,82.07
12/19/2007,78.57,145.88,49.47,30.68,66.5,105.28,82.28
12/20/2007,79.13,146.8,49.74,30.55,66.75,104.77,82.34
12/21/2007,80.26,148.13,51.24,30.91,67.89,104.66,82.21
12/24/2007,78.58,149.23,51.4467,31.14,69.74,104.13,82.14
12/25/2007,78.58,149.23,51.4467,31.14,69.74,104.13,82.14
12/26/2007,78.8,149.55,51.7133,31.51,68.58,104.16,82.06
12/27/2007,78.32,147.67,50.52,31.62,66.48,104.312,81.96
12/28/2007,78.99,147.3,50.71,31.52,65.5,104.64,82.06
12/31/2007,78.5,146.21,50.1,31.56,65.7,104.84,82.19
1/1/2008,78.5,146.21,50.1,31.56,65.7,104.84,82.19
1/2/2008,78.22,144.93,49.2733,32.43,65.15,106.08,82.3401
1/3/2008,78.35,144.86,49.7167,32.68,63.04,105.73,82.47
1/4/2008,76.57,141.31,48.2233,32.49,61.04,106.6,82.59
1/7/2008,76.65,141.19,48.5767,31.9,61.61,106.47,82.54
1/8/2008,76.22,138.91,48.2,32.19,59.37,106.27,82.66
1/9/2008,76.77,140.37,49.78,31.87,60.54,106.05,82.62
1/10/2008,76.69,141.29,50.3667,31.72,61.34,105.7379,82.62
1/11/2008,75.16,140.15,48.95,32.01,61.24,106.51,82.85
1/14/2008,76.36,141.28,49.67,32.41,61.07,106.07,82.88
1/15/2008,73.8801,138.17,47.4234,32.01,59.48,106.64,82.95
1/16/2008,72.39,136.98,45.45,31.71,60.25,106.48,83.017
1/17/2008,71.3,133.43,44.1267,31.3,59.52,106.98,83.16
1/18/2008,71.71,132.06,45.1333,31.42,59.02,106.8,83.23
1/21/2008,71.71,132.06,45.1333,31.42,59.02,106.8,83.23
1/22/2008,69.7101,130.72,44,31.31,61.01,107.03,83.58
1/23/2008,69.3,133.86,44.28,30.72,66,107.17,83.54
1/24/2008,71.73,134.99,45.14,31.48,64.71,106.26,83.28
1/25/2008,70.69,133.04,44.4533,32.18,63.81,107.41,83.5
1/28/2008,71.48,135.24,45.5533,32.33,66.18,107.38,83.46
1/29/2008,71.91,135.91,45.33,32.6,65.78,107.2,83.41
1/30/2008,71.5801,134.91,44.7333,32.32,64.24,107.18,83.47
1/31/2008,72.34,137.37,45.63,32.48,65.77,107.53,83.55
2/1/2008,73.55,139.58,46.54,31.91,68.33,107.49,83.42
2/4/2008,72.8,137.82,46.6833,32.47,67.27,107.2,83.43
2/5/2008,69.4599,134.13,44.17,32.2,65.14,107.57,83.62
2/6/2008,69.4,133.05,43.4466,32.05,63.89,106.99,83.65
2/7/2008,69.0499,133.93,44.1833,32.44,65.43,105.76,83.54
2/8/2008,68.34,133.07,44.1,33.41,63.4,106.16,83.69
2/11/2008,68.7,133.75,44.6467,33.63,62.13,106.48,83.72
2/12/2008,70.18,134.99,45.3667,32.95,64.09,106.33,83.75
2/13/2008,70.66,136.37,46.3867,33.22,64.39,105.26,83.78
2/14/2008,70.34,135.17,45.79,33.89,63.91,105.03,83.72
2/15/2008,70.6,135.14,46.1167,33.73,63.65,105.37,83.63
2/18/2008,70.6,135.14,46.1167,33.73,63.65,105.37,83.63
2/19/2008,71.29,135.52,46.72,34.83,62.54,104.33,83.57
2/20/2008,70.92,135.92,47.11,35.01,64,104.56,83.47
2/21/2008,70.79,134.79,46.45,34.82,62.55,105.28,83.7
2/22/2008,71.69,135.62,47.0733,35.3,64.02,104.866,83.61
2/25/2008,72.83,137.33,47.95,35.64,66,104.2,83.48
2/26/2008,73.91,138.36,48.5833,36.4,65.96,104.95,83.6
2/27/2008,74.15,138.22,48.9933,36.35,65.49,104.85,83.7
2/28/2008,73.44,136.87,48.4667,36.7,64.13,105.61,83.9
2/29/2008,71.6001,133.82,46.54,36.1,63.01,106.28,84.1901
3/3/2008,71.81,133.5,46.7933,36.63,63.348,105.83,84.03
3/4/2008,70.72,132.99,45.7067,36.5,62.84,105.21,84.01
3/5/2008,71.57,133.83,46.6667,37.3,62.78,104.47,83.96
3/6/2008,70.55,131.06,45.0667,37.58,59.9,104.33,84.21
3/7/2008,69.72,129.71,44.4433,37.2,60.5,104.11,84.17
3/10/2008,69.37,128,43.6633,37.9,59.52,104.09,84.26
3/11/2008,71.56,132.6,46.6,38.49,63.75,102.9,83.84
3/12/2008,71.56,131.36,45.7367,38.91,62.375,104.14,84.11
3/13/2008,71.68,131.65,45.32,38.95,63.16,103.01,84.07
3/14/2008,69.9499,129.61,43.7133,38.9,62.13,102.95,84.32
3/17/2008,68.89,128.3,42.6333,37.34,61.71,103.79,84.51
3/18/2008,71,133.63,44.85,38.17,64.86,103.6,84.21
3/19/2008,68.4299,130.32,42.1555,36.52,64.15,104.05,84.3
3/20/2008,69.46,132.08,42.8667,35.05,66.83,104.6,84.2
3/21/2008,69.46,132.08,42.8667,35.05,66.83,104.6,84.2
3/24/2008,70.7299,134.72,44.51,35.69,67.97,104.4,83.85
3/25/2008,71.76,134.85,45.1933,36.05,67.75,104.87,83.91
3/26/2008,71.76,133.2,44.8267,37.13,65.96,104.998,84.09
3/27/2008,71.7,132.78,44.61,37.54,65.68,104.36,84.18
3/28/2008,71.64,131.51,44.53,36.65,64.67,104.92,84.22
3/31/2008,71.9,131.97,44.7933,35.77,65.1,105.2,84.2352
4/1/2008,74.1701,136.61,46.5133,35.57,68.3,104.52,83.76
4/2/2008,74.33,136.7,46.55,36.63,68.59,104.7,83.69
4/3/2008,74.55,137.04,47.1133,36.83,69.99,104.75,83.63
4/4/2008,74.8,136.89,46.9233,37.09,68.85,106.02,83.78
4/7/2008,75.26,136.96,47.5467,37.49,68.69,106.14,83.62
4/8/2008,74.47,136.82,47.2853,37.64,67.83,105.762,83.67
4/9/2008,73.86,135.83,46.55,38.27,66.45,105.45,83.83
4/10/2008,73.63,136.02,47.2167,38.1,66.31,105.548,83.8
4/11/2008,72.64,133.38,46.4467,37.95,66.07,105.65,83.94
4/14/2008,72.8,132.93,46.3367,38.21,65.71,105,83.89
4/15/2008,73.31,133.24,46.88,38.67,66.05,104.78,83.78
4/16/2008,75.6155,136.85,48.2667,39.04,68.9,104.18,83.598
4/17/2008,74.78,137.05,47.9167,38.86,69.3,104.45,83.45
4/18/2008,75.31,138.48,48.6387,38.88,69.37,104.91,83.4
4/21/2008,75.9,138.55,48.8867,38.93,68.68,104.57,83.321
4/22/2008,75.108,137.94,48.4333,39.17,68.36,104.34,83.35
4/23/2008,75.5,137.72,49.13,38.8,69.15,104.66,83.35
4/24/2008,75.01,138.32,48.5,38.15,70.74,104.52,83.12
4/25/2008,75.63,139.6,48.8567,38.85,70.98,104.57,83.13
4/28/2008,76.074,139.63,48.7633,38.94,71.14,105.07,83.22
4/29/2008,75.4,139.08,47.9,38,70.11,105.4,83.202
4/30/2008,75.81,138.26,48.8867,37.93,68.88,105.99,83.36
5/1/2008,76.27,141.12,49.4067,37.05,70.5,106.15,83.05
5/2/2008,76.48,141.51,49.88,37.99,70.62,105.53,82.94
5/5/2008,76.61,140.83,49.8433,38.78,70.45,105.68,83.03
5/6/2008,77.18,142.05,50.4,39.29,71.01,105,83.08
5/7/2008,75.83,139.52,48.9,39.36,68.92,105.28,83.18
5/8/2008,76.49,139.16,49.4033,40,68.89,105.745,83.25
5/9/2008,75.88,138.9,49,40.62,68.4,105.75,83.28
5/12/2008,76.64,140.46,49.63,39.93,69.86,105.654,83.1201
5/13/2008,76.38,140.48,49.8667,40.15,70.23,105.05,82.98
5/14/2008,76.38,140.77,49.9867,39.5,70.7,105.1099,82.92
5/15/2008,77.68,142.53,51.05,39.95,71.58,105.81,82.99
5/16/2008,78.5202,142.66,51.7,40.53,71.11,105.67,83.01
5/19/2008,78.2,143.05,51.71,40.59,71.65,105.6944,83.1
5/20/2008,77.48,141.89,50.8133,41.15,70.17,105.73,83.22
5/21/2008,76.6,139.49,50.2967,42.35,68.65,105.265,83.13
5/22/2008,77.49,139.51,50.4433,41.74,68.19,104.11,82.9
5/23/2008,76.61,137.64,49.5633,41.82,67.75,104.59,83.06
5/26/2008,76.61,137.64,49.5633,41.82,67.75,104.59,83.06
5/27/2008,76.46,138.66,49.4833,41.15,68.72,103.96,82.97
5/28/2008,76.45,139.3,50.15,41.41,69,103.295,82.8199
5/29/2008,76.28,140,50.26,40.28,69.72,102.79,82.79
5/30/2008,76.71,140.35,50.4333,40.55,69.44,103.2,82.91
6/2/2008,75.91,138.9,49.8333,41.09,68.47,103.08,82.85
6/3/2008,75.75,138.09,48.9333,40.12,68.52,103.48,82.97
6/4/2008,75.31,138.02,48.5067,39.52,68.9,103.16,82.94
6/5/2008,76.56,140.78,50.05,41.02,70.63,102.61,82.83
6/6/2008,74.36,136.29,48.2367,42.07,67.83,103.12,82.94
6/9/2008,74.256,136.62,48.1133,42.5,66.26,103.03,82.52
6/10/2008,73,135.94,47.0033,42.33,66.52,102.44,82.33
6/11/2008,72.07,133.94,46.3,43.89,65.15,102.4,82.47
6/12/2008,71.82,134.45,46.57,43.88,65.55,101.53,82.07
6/13/2008,72.48,136.15,47.0733,43.6,66.92,101,82.161
6/16/2008,72.85,136.23,47.2333,43.56,67.88,101.36,82.21
6/17/2008,73.07,135.57,47.4333,44,65.88,101.69,82.37
6/18/2008,72.47,134.25,47.2033,44.6,64.9,102.2,82.45
6/19/2008,72.33,134.42,47.2767,43.56,66.24,101.67,82.292
6/20/2008,70.75,131.58,45.7333,43.86,64.6,101.73,82.44
6/23/2008,70.74,131.45,45.8667,44.17,63.26,101.69,82.3499
6/24/2008,70.42,131.19,45.6633,44.18,63.29,101.63,82.5
6/25/2008,69.846,131.81,46.05,44.01,63.76,101.708,82.56
6/26/2008,68.08,128.23,44.47,45.47,61.48,101.79,82.8
6/27/2008,68.26,127.53,44.9,45.59,61,101.69,82.84
6/30/2008,68.67,127.98,45.24,44.78,60.8,101.4,82.89
7/1/2008,67.93,128.38,44.4333,45.57,61.15,100.92,82.65
7/2/2008,66.85,126.18,43.1667,46.44,59.88,100.85,82.66
7/3/2008,67.28,126.31,43.0433,46.42,59.4,100.72,82.8
7/4/2008,67.28,126.31,43.0433,46.42,59.4,100.72,82.8
7/7/2008,66.7,125.02,42.89,45.79,58.18,101.19,82.849
7/8/2008,67.05,127.24,43.4167,44.13,62.39,101.74,82.86
7/9/2008,66.18,124.79,42.54,44.1,57.8,101.81,83
7/10/2008,66.75,125.3,43.31,45.3,58.85,101.23,82.9
7/11/2008,65.7,123.84,43.02,45.93,58.87,100.45,82.73
7/14/2008,65.56,122.72,42.9667,45.95,56.82,100.5,82.92
7/15/2008,64.51,120.99,42.25,44.49,56.28,100.48,83.04
7/16/2008,65.7,123.96,43.47,43.81,60.23,99.69,82.96
7/17/2008,66.7,125.2,43.6733,42.78,61.2,99.35,82.84
7/18/2008,67.13,125.98,43.2967,42.05,61.22,99.17,82.69
7/21/2008,67.52,126.05,43.8333,42.56,61.4,99.28,82.73
7/22/2008,67.75,127.48,43.86,41.63,63.35,99.92,82.66
7/23/2008,68,128.17,43.9233,40.69,64.7,99.57,82.6199
7/24/2008,66.76,125.51,42.3,40.72,60.72,100.45,82.85
7/25/2008,66.9,125.48,42.59,40.21,61.64,99.92,82.74
7/28/2008,65.78,123.64,42,40.41,60.33,100.5,82.91
7/29/2008,66.43,126.28,44.19,39.95,63.35,100.25,82.84
7/30/2008,67.05,128.53,43.73,40.74,63.04,100.73,82.862
7/31/2008,66.39,126.83,42.75,40.4,62.3,101.36,83.03
8/1/2008,65.4,126.16,42.46,39.95,62.45,100.525,82.78
8/4/2008,64.78,124.99,41.16,38.63,61.57,100.54,82.77
8/5/2008,66.42,128.36,41.69,38.36,64.2,100.1,82.73
8/6/2008,66.44,128.93,42.52,37.95,63.9,100.25,82.74
8/7/2008,65.11,127.01,41.06,38.16,62.35,101.08,82.92
8/8/2008,65.38,129.37,41.16,37.09,64.37,101.176,82.848
8/11/2008,65.32,130.71,40.73,37.05,65.95,100.72,82.74
8/12/2008,64.85,129.35,40.39,36.73,64.49,101.33,82.89
8/13/2008,63.83,128.57,40.38,37.96,63.45,100.8,82.88
8/14/2008,63.58,129.54,40.91,37.63,64.5,101.09,82.91
8/15/2008,63.16,130.17,40.27,37.12,64.4,101.32,82.97
8/18/2008,62.84,128.39,39.59,37.33,63.05,101.36,83.04
8/19/2008,62.13,126.99,39.2572,37.91,61.75,101.2,83.1
8/20/2008,62.5,127.58,40.26,38.21,61.9,101.21,83.21
8/21/2008,62.75,127.8,40.2,39.85,61.05,100.61,83.14
8/22/2008,63.04,129.65,40.17,38.5,62.45,100.65,82.9901
8/25/2008,62.05,127.02,39.34,38.28,61.07,101.3,83.13
8/26/2008,62.36,127.39,39.41,38.3,61.54,101.42,83.1
8/27/2008,62.95,128.63,40.25,38.66,62.09,101.26,83.15
8/28/2008,63.76,130.19,40.53,37.9,64.15,101.24,83.11
8/29/2008,63.57,128.79,40.05,37.76,63.43,101.04,83.15
9/1/2008,63.57,128.79,40.05,37.76,63.43,101.04,83.15
9/2/2008,62.59,127.99,38.84,36.78,64.21,100.98,83.02
9/3/2008,62.33,127.88,38.2,36.57,65.09,101.1799,83.05
9/4/2008,59.66,124.03,36.44,36.05,63.06,101.21,83.1
9/5/2008,59.44,124.42,36.96,35.69,63.46,101.1059,83.07
9/8/2008,60.77,126.99,37.42,35.61,66.2,101.28,83.03
9/9/2008,58.8,123.22,35.32,34.31,63.3,101.63,83.16
9/10/2008,59.37,123.72,35.8875,34.36,63.64,101.59,83.18
9/11/2008,59.24,125.51,35.36,34.07,64.37,100.8,83.15
9/12/2008,60.4,126.09,36.54,34.3,65.05,100.03,83.158
9/15/2008,57.83,120.09,33.67,32.95,61.05,99.29,83.75
9/16/2008,57.4,122.1,33.96,32.28,62.93,92.99,83.6
9/17/2008,55.21,116.61,31.55,33.25,60,88.732,84
9/18/2008,57.72,120.07,34.21,33.31,65.07,89.94,83.73
9/19/2008,61.81,124.12,38.47,34.41,67.2,92.75,83.26
9/22/2008,59.7,121.31,35.96,35.6,61.28,93.3,83.32
9/23/2008,58.86,118.55,34.84,35.25,61.67,92.34,83.38
9/24/2008,59.03,118.93,35.24,34.96,60.44,92.1,83.56
9/25/2008,60.39,120.79,37.05,35.57,61.56,92.5,83.41
9/26/2008,59.75,120.85,35.79,35.15,62.84,90,83.41
9/29/2008,53.08,111.38,31.61,32.97,59.08,81.8,83.89
9/30/2008,56.3,115.99,34.17,33.89,61.95,89.79,83.56
10/1/2008,55.88,116.06,34.58,33.1,61,90.21,83.54
10/2/2008,53.44,111.85,31.55,31.27,56.96,88.9,83.72
10/3/2008,53.23,110.34,30.72,30.54,53.92,88.86,83.95
10/6/2008,50.22,104.72,28.41,29.24,52.93,87.83,84.12
10/7/2008,47.87,100.03,26.2,29.6,48.46,89.4719,84.137
10/8/2008,46.8,97.51,26.2,30.03,47.65,88.83,83.776
10/9/2008,44.002,90.7,24.27,28.63,44.24,86.465,83.83
10/10/2008,42.36,88.5,24.55,27.36,47.76,81.7,83.96
10/13/2008,49.09,101.35,30.14,28.88,51.33,86.2,83.59
10/14/2008,48.08,99.85,28.64,28.35,48,84.85,83.61
10/15/2008,42.95,90.02,24.01,27.06,41.2,84.85,83.886
10/16/2008,45.48,93.77,25.19,26.55,43.79,85.74,83.84
10/17/2008,44.51,93.21,24.4,26.85,43.34,85.01,83.9
10/20/2008,47.35,98.81,26.11,27.39,43.75,87.6,83.8399
10/21/2008,44.68,95.86,24.03,26.41,42.24,88.47,84.01
10/22/2008,41.42,90.64,21.5,25.16,39.14,87.45,84.13
10/23/2008,42.33,91.69,22.1,25.26,38.53,88,84.0798
10/24/2008,39.59,87.04,19.82,24.25,36.06,88.352,84.15
10/27/2008,37.51,83.95,19.3,24.07,34.18,87.78,83.94
10/28/2008,42.68,93.76,24.24,24.73,39.76,87.2,84.0395
10/29/2008,42.78,93.08,22.6,26.19,38.18,88.67,84.09
10/30/2008,44.28,96.3,25.65,25.11,40.03,88.01,84.16
10/31/2008,44.57,96.83,25.43,25.39,42.55,87.65,84.2
11/3/2008,44.75,97.11,25.2,25.11,41,87.93,84.0268
11/4/2008,47.82,100.41,27.5,26.25,43.28,88.53,84
11/5/2008,45.22,96.19,24,25.57,39.1,90.25,84.15
11/6/2008,42.3,90.86,22.79,24.45,37.33,90.8685,84.18
11/7/2008,44.69,93.86,24.64,24.48,39.54,90.23,84.03
11/10/2008,44.02,92.63,24.87,24.64,36.15,90.27,84.29
11/11/2008,42.57,89.77,23.32,24.17,35.69,90.56,84.35
11/12/2008,40.28,85.82,21.59,23.46,33.06,90.54,84.4784
11/13/2008,43.71,91.17,24.58,23.9,36.72,89.92,84.27
11/14/2008,41.2,86.62,22.22,23.75,33.1,89.9,84.25
11/17/2008,40.45,85.47,21.85,23.21,32.84,90.55,84.4
11/18/2008,40.52,87.08,21.53,22.86,31.52,90.66,84.49
11/19/2008,37.81,81.5,19.67,22.6,27.72,90.8,84.61
11/20/2008,35.73,75.45,18.26,21.45,25.3,89.81,84.77
11/21/2008,38.27,79.52,20.89,21.82,27.39,90.85,84.63
11/24/2008,40.56,85.03,22.16,23.32,31.35,90.45,84.42
11/25/2008,41.3,85.66,21.74,22.54,32.2,90.88,84.49
11/26/2008,41.75,88.97,23.4,23.26,33.67,90.4,84.75
11/27/2008,41.75,88.97,23.4,23.26,33.67,90.4,84.75
11/28/2008,41.73,90.09,22.95,22.25,33.38,90.14,84.8
12/1/2008,38.32,82.11,20.74,21.56,26.5,91.09,84.66
12/2/2008,40.4,85.27,22.05,21.57,30.15,91.78,84.6496
12/3/2008,40.94,87.32,22.23,21.32,31.52,92.42,84.72
12/4/2008,39.68,85.3,21.28,20.2,31,92.51,84.74
12/5/2008,40.18,87.93,22.54,19.7,33.99,91.88,84.64
12/8/2008,42.09,91,23.98,20.61,37.19,92.83,84.52
12/9/2008,41.7,89.5,23.65,20.16,34.52,93.46,84.78
12/10/2008,42.798,90.11,25.06,20.77,36.81,93.68,84.67
12/11/2008,42.61,87.94,24.42,21.43,31.5,94,84.87
12/12/2008,43.03,88.99,24.76,21.9,34.48,94.51,84.9124
12/15/2008,43.14,87.75,24.43,20.95,33.5,94.48,84.97
12/16/2008,45.62,91.88,26.38,21.25,37.58,96.42,85.01
12/17/2008,45.39,90.99,25.92,20.96,38.53,97.85,84.83
12/18/2008,44,89.29,25.35,20.64,35.49,100.22,84.87
12/19/2008,43.36,88.19,25.44,20.5,37.25,98.73,84.79
12/22/2008,43.06,87.06,24.49,19.9212,36.47,99.92,84.63
12/23/2008,42.2,86.16,23.95,20,35.29,100.25,84.65
12/24/2008,42.76,86.66,24.12,19.69,35.56,100.5,84.67
12/25/2008,42.76,86.66,24.12,19.69,35.56,100.5,84.67
12/26/2008,42.96,87.16,24.04,20,36.03,100.69,84.77
12/29/2008,42.97,86.91,24,20.22,34,100.58,84.62
12/30/2008,44.26,88.97,24.64,20.34,35.54,101.46,84.7
12/31/2008,44.86,90.24,24.97,21.19,37.23,101.65,84.658
1/1/2009,44.86,90.24,24.97,21.19,37.23,101.65,84.658
1/2/2009,45.44,92.96,26.16,21.93,36.21,100.61,84.21
1/5/2009,44.71,92.85,26.5,22.16,35.5,101.3,84.38
1/6/2009,45.19,93.47,27.1,22.74,37.26,101.47,84.4201
1/7/2009,44.41,90.67,25.54,21.58,36,100.62,84.36
1/8/2009,45.07,91.042,25.43,21.66,35.84,101.34,84.38
1/9/2009,43.51,89.09,24.88,21.41,34.19,102.6,84.44
1/12/2009,42.46,86.95,23.83,20.44,32.2,102.07,84.46
1/13/2009,41.68,87.11,23.9,20.78,33.17,101.85,84.47
1/14/2009,39.97,84.37,22.74,20.49,31.45,101.4,84.57
1/15/2009,40.33,84.4,23,20.47,32.36,101.6,84.48
1/16/2009,40.57,85.06,23.25,20.56,33.55,101.6,84.52
1/19/2009,40.57,85.06,23.25,20.56,33.55,101.6,84.52
1/20/2009,37.6,80.57,21.52,19.92,29.92,100.1,84.56
1/21/2009,39.44,84.05,22.69,20,32.9,99.6,84.43
1/22/2009,38.52,82.75,21.94,19.74,31.23,99.23,84.47
1/23/2009,38.25,83.11,22.22,20.66,32.22,98.57,84.45
1/26/2009,39,83.68,22.48,20.7,31.95,97.69,84.34
1/27/2009,39.76,84.53,22.88,20.14,32.53,99.53,84.43
1/28/2009,40.93,87.39,24.04,20.62,35.12,100.32,84.4
1/29/2009,39.07,84.55,22.82,20.37,32.37,99.1177,84.24
1/30/2009,38.7,82.83,22.65,20.25,31.34,99.82,84.29
2/2/2009,38.32,82.58,22.42,19.86,31.54,98.85,84.23
2/3/2009,39.42,83.74,23.09,19.63,31.42,98.52,84.14
2/4/2009,39.22,83.33,23.26,19.74,30.68,98.56,84
2/5/2009,39.78,84.57,23.75,20.18,30.21,97.7,84.02
2/6/2009,40.7,86.98,24.94,20.3301,32.28,98.28,83.97
2/9/2009,40.69,87.1,24.81,20.22,32.72,98.4604,83.94
2/10/2009,38.67,83.11,23.31,19.96,29.91,98.9385,84.13
2/11/2009,39.09,83.6,24.01,19.84,30.67,99.28,84.11
2/12/2009,38.97,83.66,23.86,19.87,30.22,99.36,84.21
2/13/2009,38.55,82.76,23.98,19.51,28.41,98.6,84.05
2/16/2009,38.55,82.76,23.98,19.51,28.41,98.6,84.05
2/17/2009,36.5,79.22,22.45,18.42,26.62,99.14,84.27
2/18/2009,36.47,79.03,22.29,18.31,26.73,98.65,84.13
2/19/2009,36.42,78.181,22.08,18.7592,25.7,97.84,84.1
2/20/2009,35.89,77.42,21.52,18.55,27.35,97.43,84.17
2/23/2009,34.52,74.65,20.99,18.37,25.27,97.1,84.16
2/24/2009,35.96,77.48,22.14,18.72,27.35,96.75,84.1
2/25/2009,34.97,76.872,21.76,18.94,26.66,95.43,83.94
2/26/2009,34.68,75.62,21.57,19.34,25.53,94.82,83.98
2/27/2009,34.68,73.93,21.23,19.11,25.14,94.16,84.03
3/2/2009,32.69,70.6,19.94,18.15,23.38,93.69,84.09
3/3/2009,32.56,70.07,20.22,18.27,23.47,93.18,84.02
3/4/2009,34.01,71.73,21.64,18.91,24.09,93.15,83.93
3/5/2009,32.64,68.8,20.75,18.75,22.54,92.9,84.03
3/6/2009,32.58,68.92,21.1,19.2,22.21,93.1,83.9684
3/9/2009,31.7,68.11,20.69,19.09,22.68,90.54,83.89
3/10/2009,33.83,72.17,22.37,19.04,25.68,91.85,83.84
3/11/2009,34.02,72.64,22.37,18.44,25.24,91.88,83.88
3/12/2009,34.79,75.5,23.23,19.3,27.23,91.8,83.91
3/13/2009,35.02,76.09,23.36,19.13,26.65,92.65,83.98
3/16/2009,35.4,75.86,23.38,19.55,24.69,92.78,83.87
3/17/2009,36.33,78.18,23.89,19.97,26.53,92.53,83.85
3/18/2009,37.37,79.93,24.39,20.22,27.9,94.5,84.17
3/19/2009,37.35,78.94,24.23,20.64,26.31,94.7,84.07
3/20/2009,36.83,76.71,23.9,20.92,24.35,93.74,84.17
3/23/2009,39.48,82.22,26.11,21.36,28,94.03,84.1
3/24/2009,38.24,80.6,25.3,21.01,26,93.1,83.99
3/25/2009,38.83,81.45,25.68,20.69,25.78,92.65,83.97
3/26/2009,39.35,83.11,26.38,21.05,26.42,93.13,84.08
3/27/2009,38.09,81.61,25.6,20.66,25.36,93.42,84.12
3/30/2009,36.64,78.79,24.28,19.91,23.97,93.35,84.2
3/31/2009,37.59,79.52,24.81,20,25.46,94.12,84.32
4/1/2009,38.57,81.06,25.63,19.95,25.23,93.46,84.16
4/2/2009,40.31,83.43,27.02,20.72,26.9,93.49,84.02
4/3/2009,40.54,84.26,27.35,21.04,29.31,92.91,83.83
4/6/2009,39.7,83.6,27.01,20.779,28.84,92.86,83.89
4/7/2009,38.87,81.65,26.39,20.41,26.67,92.82,83.92
4/8/2009,39.26,82.53,26.78,20.56,27.23,93.75,83.92
4/9/2009,40.31,85.81,27.95,20.86,30.48,94.38,83.82
4/10/2009,40.31,85.81,27.95,20.86,30.48,94.38,83.82
4/13/2009,40.71,85.83,28.12,20.95,30.87,95.29,83.98
4/14/2009,40.32,84.35,27.67,20.57,28.34,95.54,84.05
4/15/2009,40.85,85.25,28.07,20.44,30.66,96.28,84.09
4/16/2009,41.11,86.5,28.31,20.35,31.91,96.69,83.97
4/17/2009,40.97,87.08,28.11,20.2,32.23,96.57,83.88
4/20/2009,39.29,83.43,26.74,19.44,28.78,96.04,83.96
4/21/2009,40.19,85.06,27.31,19.51,31.41,96.34,83.97
4/22/2009,39.87,84.54,27.08,19.54,30.35,96.1,83.97
4/23/2009,40.87,85.37,27.5,19.8,31.61,96.02,83.91
4/24/2009,41.5,86.66,28.02,20.1,33.28,96.23,83.91
4/27/2009,41.01,85.84,27.08,19.6,31.4,96.11,84.01
4/28/2009,40.62,85.57,26.99,19.46,31.74,95.8,83.93
4/29/2009,41.66,87.39,28.41,19.91,33,96.26,83.97
4/30/2009,41.92,87.42,28.67,19.98,33,96.2,84.04
5/1/2009,42.41,87.89,29.09,20.58,31.88,95.97,83.81
5/4/2009,44.17,90.88,31.1,20.9799,34.64,96.2,83.79
5/5/2009,43.73,90.57,30.82,20.68,33.48,96.51,83.77
5/6/2009,44.79,92.141,31.349,21.23,34.6,96.94,83.82
5/7/2009,44.04,90.86,30.57,21.27,32.6,96.01,83.7
5/8/2009,45.95,92.98,31.59,21.8,34.81,96.62,83.76
5/11/2009,44.78,91.24,30.85,21.62,33.79,96.91,83.9
5/12/2009,45.26,90.97,31.07,21.84,33.25,97.18,83.89
5/13/2009,43.72,88.68,29.93,21.59,30.99,97,83.93
5/14/2009,44.15,89.44,30.36,21.73,31.98,97.22,83.96
